,post_number,subject,username,date
50082,50083,Thanks for posting! Much appreciated. JMO,trueblue,2017-04-20
50083,50084,Good One! LOL,trueblue,2017-04-20
50084,50085,<DELETED>,<DELETED>,2017-04-20
50085,50086,I currently hold 3.6 million shares! I  beleave!,kentcrek,2017-04-20
50086,50087,I like the word Hull! it has a,trueblue,2017-04-20
50087,50088,Ok! We all know who is buying the,trueblue,2017-04-20
50088,50089,Wasn't there going to be another lawsuit?........Oh,SmallCapsMarket,2017-04-20
50089,50090,Seafarers has NOT been issued a recovery permit.....,SmallCapsMarket,2017-04-20
50090,50091,<DELETED>,<DELETED>,2017-04-20
50091,50092,Much thanks to Huffman for the invitation......,SmallCapsMarket,2017-04-21
50092,50093,Are you saying SFRX won't generate revenue in,mdimport,2017-04-21
50093,50094,Uptick Network confirmed what I thought Kyle.....,SmallCapsMarket,2017-04-21
50094,50095,<DELETED>,<DELETED>,2017-04-21
50095,50096,"The past isn't worth bragging about, huh?.......Great",SmallCapsMarket,2017-04-21
50096,50097,Quote:  Being that they actually have seen,Raider21,2017-04-21
50097,50098,Kyle should have mentioned a recovery permit......in,SmallCapsMarket,2017-04-21
50098,50099,I am surprised anyone is bailing so early!,kentcrek,2017-04-22
50099,50100,I'm thinking now.... What if? What if they,trueblue,2017-04-22
50100,50101,"I,m just short of 4 Mil now. I",kentcrek,2017-04-22
50101,50102,When we all meet if we get great,trueblue,2017-04-22
50102,50103,I would have no problem treating! I would,kentcrek,2017-04-22
50103,50104,I am good for a couple of rounds!!!,Suszko,2017-04-22
50104,50105,Where are the pictures/videos of the upper deck......and,SmallCapsMarket,2017-04-22
50105,50106,<DELETED>,<DELETED>,2017-04-22
50106,50107,<DELETED>,<DELETED>,2017-04-22
50107,50108,"My brilliant post, imho, was in response......",SmallCapsMarket,2017-04-22
50108,50109,The CEOs interviewed on the Stock Day Podcast,Southern Gal,2017-04-23
50109,50110,<DELETED>,<DELETED>,2017-04-23
50110,50111,I heard this stock was gonna be hot,NEO ONE,2017-04-23
50111,50112,"Should be plenty of shares available, and with......",SmallCapsMarket,2017-04-23
50112,50113,"Neo if they do hit, it will be",Gman3343,2017-04-23
50113,50114,<DELETED>,<DELETED>,2017-04-23
50114,50115,"I don't know if SFRX can, or can't,",mdimport,2017-04-24
50115,50116,If you wait it will be to late!,kentcrek,2017-04-24
50116,50117,Just checked Magic seaweed. Seas are calming for,NEO ONE,2017-04-25
50117,50118,This one looks like fun,Chupacabros,2017-04-25
50118,50119,If they hit gold it will be fun,NEO ONE,2017-04-25
50119,50120,Silver and artifacts are worth picking up as well!!!!!!!,kentcrek,2017-04-25
50120,50121,Absolutely! Artifacts can have value far behond their,NEO ONE,2017-04-25
50121,50122,Update on their Facebook site:,Jagwire,2017-04-26
50122,50123,Thanks Jag! Go get the gold!,NEO ONE,2017-04-26
50123,50124,"Hiya NEO ONE,",Jagwire,2017-04-26
50124,50125,"I understand, wish you all the best. I",NEO ONE,2017-04-26
50125,50126,Sounds like they have all their DUCKS IN,kentcrek,2017-04-26
50126,50127,First season in a while where it's all,Suszko,2017-04-26
50127,50128,With all the new equipment we should be,kentcrek,2017-04-26
50128,50129,Look more clearly but maybe look better for,trueblue,2017-04-27
50129,50130,What new equipment?,Raider21,2017-04-27
50130,50131,The equipment they mentioned in their post!,kentcrek,2017-04-27
50131,50132,Ifin I was a bettin' man I'd bet,NEO ONE,2017-04-27
50132,50133,I read it. its nothing but routine ,Raider21,2017-04-27
50133,50134,I didn't know everyone bought a new mag,kentcrek,2017-04-27
50134,50135,SFRX Post:  ,Raider21,2017-04-27
50135,50136,<DELETED>,<DELETED>,2017-04-27
50136,50137,Quote:  the folks who are on the,Raider21,2017-04-27
50137,50138,They paid 25MM shares @.001 for the mag.......That,SmallCapsMarket,2017-04-27
50138,50139,<DELETED>,<DELETED>,2017-04-27
50139,50140,Thats usually the way it woks for the,NEO ONE,2017-04-27
50140,50141,Quote:  new tech catches them with their,Raider21,2017-04-27
50141,50142,Kyle said they were on the wreck last July......and,SmallCapsMarket,2017-04-27
50142,50143,I am betting when your commodor 64 is,NEO ONE,2017-04-27
50143,50144,That was half a year ago...things change. In,NEO ONE,2017-04-27
50144,50145,They found a wreck Sinclair doesn't know about?......,SmallCapsMarket,2017-04-27
50145,50146,As I said...6 months ago. Hope that helps.,NEO ONE,2017-04-27
50146,50147,I was agreeing with you......hence,SmallCapsMarket,2017-04-27
50147,50148,So I say...6 months have passed...great things could,NEO ONE,2017-04-27
50148,50149,"I prefer the term ""realistic outlook"" based on.....",SmallCapsMarket,2017-04-27
50149,50150,"LOL, you keep your outlook and I will",NEO ONE,2017-04-27
50150,50151,Sounds like someone else we know!,sunshiner,2017-04-27
50151,50152,Great point. We can lump banned OTC attorney........,SmallCapsMarket,2017-04-27
50152,50153,There is absolutely ZERO evidence that SFRX is,Suszko,2017-04-27
50153,50154,<DELETED>,<DELETED>,2017-04-27
50154,50155,"Actually, claiming an entity is a so called",boiler99,2017-04-27
50155,50156,"Sure, it was the Defendant's brilliant posts that.....",SmallCapsMarket,2017-04-27
50156,50157,As long as the Defendant doesn't show up.......sure.,SmallCapsMarket,2017-04-27
50157,50158,Quote:  I am betting when your commodor,Raider21,2017-04-28
50158,50159,"WOW, this stock is anything but a pump",NEO ONE,2017-04-28
50159,50160,Agree. Been in this a long time but,boiler99,2017-04-28
50160,50161,Cliffy Hunt said SFRX was going to file.......,SmallCapsMarket,2017-04-28
50161,50162,<DELETED>,<DELETED>,2017-04-28
50162,50163,<DELETED>,<DELETED>,2017-04-28
50163,50164,<DELETED>,<DELETED>,2017-04-28
50164,50165,The legal threats by SFRX were in 2015/2016........,SmallCapsMarket,2017-04-28
50165,50166,IDK why they chose not to pursue litigation,NEO ONE,2017-04-28
50166,50167,Just because someone hit a bullet with a,NEO ONE,2017-04-28
50167,50168,<DELETED>,<DELETED>,2017-04-28
50168,50169,<DELETED>,<DELETED>,2017-04-28
50169,50170,Maybe the investigation didn't go as they thought.....,SmallCapsMarket,2017-04-28
50170,50171,"Almost history hunting season, stay tuned folks.",HOT SPURS,2017-04-28
50171,50172,"Spot on, what SFRX accomplishes this summer is",trueblue,2017-04-28
50172,50173,Can a company prosecute someone for posting factual,mdimport,2017-04-29
50173,50174,"I will answer that, ""No.""",Suszko,2017-04-30
50174,50175,By law it cannot compel someone not to,mdimport,2017-04-30
50175,50176,"SFRX tried, but is currently FAILING.......",SmallCapsMarket,2017-04-30
50176,50177,"Not sure WINING is called failure, but we",Suszko,2017-04-30
50177,50178,"That is true, but you can set a",Suszko,2017-04-30
50178,50179,Winning is an Injunction Judge Stephens said......,SmallCapsMarket,2017-04-30
50179,50180,It seems dangerous to set a precedent that,mdimport,2017-04-30
50180,50181,Kyle could care less about First Amendment rights........,SmallCapsMarket,2017-04-30
50181,50182,"Nah.More importantly, $FRX is 1 week closer to",sctts,2017-05-01
50182,50183,What about slander and lies.  Seems like,sunshiner,2017-05-01
50183,50184,The section of transcript that was posted talked,mdimport,2017-05-01
50184,50185,Huffman argued the Injunction barred the Defendant......,SmallCapsMarket,2017-05-01
50185,50186,You also have to protect yourself from the,sunshiner,2017-05-01
50186,50187,<DELETED>,<DELETED>,2017-05-01
50187,50188,<DELETED>,<DELETED>,2017-05-01
50188,50189,How's that working out?.......Just askin,SmallCapsMarket,2017-05-01
50189,50190,<DELETED>,<DELETED>,2017-05-01
50190,50191,<DELETED>,<DELETED>,2017-05-01
50191,50192,Amen!,trueblue,2017-05-01
50192,50193,Amen! Go SFRX!,NEO ONE,2017-05-01
50193,50194,How about an Amen from Everyone?! Go SFRX!,NEO ONE,2017-05-01
50194,50195,This could be a great summer for actual,trueblue,2017-05-01
50195,50196,I thought they were on the wreck.....,SmallCapsMarket,2017-05-02
50196,50197,<DELETED>,<DELETED>,2017-05-02
50197,50198,Sure a lot of hand changing on the,kentcrek,2017-05-02
50198,50199,3.2MM in bid whacks per Ihub......,SmallCapsMarket,2017-05-02
50199,50200,I can't blame those that want in at,kentcrek,2017-05-02
50200,50201,I understand if peeps want to sell now when.....,SmallCapsMarket,2017-05-02
50201,50202,I think these are smart investors that will,kentcrek,2017-05-02
50202,50203,"No idea, I live in Arizona so it's",trueblue,2017-05-02
50203,50204,Wow first time i've seen 1 to 2,HOT SPURS,2017-05-03
50204,50205,Did anyone see the Fox News episode concerning,IPO$,2017-05-03
50205,50206,No I didn't but not surprised! Great things,kentcrek,2017-05-03
50206,50207,Smart money loading the boat with millions of,kentcrek,2017-05-04
50207,50208,Im loaded. Not getting anymore at this time.,Gman3343,2017-05-04
50208,50209,I understand! I did the same but glad,kentcrek,2017-05-04
50209,50210,Volusia-Brevard County Line To Sebastian Inlet 0-20 Nm,HOT SPURS,2017-05-05
50210,50211,Forecast as of 3:58 am EDT on May,HOT SPURS,2017-05-07
50211,50212,The weather/sea conditions from today through Thursday look,Raider21,2017-05-07
50212,50213,Time to dive!,boiler99,2017-05-07
50213,50214,Yes it is finally!,HOT SPURS,2017-05-07
50214,50215,Fingers crossed!,kentcrek,2017-05-07
50215,50216,I know the current site is the main,HOT SPURS,2017-05-07
50216,50217,Thanks for the post! Just more to consider!,kentcrek,2017-05-07
50217,50218,"Why didn't ""Lyle"" disclose federal rights.....as",SmallCapsMarket,2017-05-07
50218,50219,Why do you keep asking these question to,kentcrek,2017-05-07
50219,50220,He wouldn't know if there was a link?......,SmallCapsMarket,2017-05-07
50220,50221,<DELETED>,<DELETED>,2017-05-07
50221,50222,Nice article.,Gman3343,2017-05-07
50222,50223,Here we go,sctts,2017-05-08
50223,50224,This has proven over and over to be,Raider21,2017-05-08
50224,50225,<DELETED>,<DELETED>,2017-05-08
50225,50226,In the industry we often refer to poor,Raider21,2017-05-08
50226,50227,"I know people in this business personally, and",sunshiner,2017-05-08
50227,50228,Weren't they found years ago? This is 2017....,SmallCapsMarket,2017-05-08
50228,50229,So was Mel Fisher's haul.  Still relevant,sunshiner,2017-05-08
50229,50230,<DELETED>,<DELETED>,2017-05-08
50230,50231,"No, I wouldn't. Except to say that his.....",SmallCapsMarket,2017-05-08
50231,50232,Quote;  So was Mel Fisher's haul. Still,Raider21,2017-05-08
50232,50233,<DELETED>,<DELETED>,2017-05-08
50233,50234,<DELETED>,<DELETED>,2017-05-08
50234,50235,<DELETED>,<DELETED>,2017-05-08
50235,50236,AMZ552-082030- VOLUSIA-BREVARD COUNTY LINE TO SEBASTIAN INLET 0-20 NM,Raider21,2017-05-08
50236,50237,"I am not in the camp, this week,",Suszko,2017-05-08
50237,50238,Good to hear from you!,kentcrek,2017-05-08
50238,50239,A GOOD day.On the water.Today!!!!  Oh yea!!!!,jrf30,2017-05-08
50239,50240,A GOOD day.On the water.Today!!!! Oh yea!!!! ,sctts,2017-05-08
50240,50241,"Ok, knock it off I need to be",trueblue,2017-05-08
50241,50242,"When your ""on the wreck"" and the sea",Raider21,2017-05-09
50242,50243,"I agree, but it might take more than",Suszko,2017-05-09
50243,50244,Looks like a great day in Florida this,kentcrek,2017-05-10
50244,50245,Looks like some preparing for news?,kentcrek,2017-05-10
50245,50246,"Being on the wreck as the CEO's said,",Raider21,2017-05-10
50246,50247,I agree! I wouldn't be surprised if a,kentcrek,2017-05-10
50247,50248,On the wreck and finding treasure are two,Suszko,2017-05-10
50248,50249,Does the FBAR agree they're on the wreck?........,SmallCapsMarket,2017-05-10
50249,50250,I am sure there is a three year,Suszko,2017-05-11
50250,50251,The Defendant held class during his deposition.....sticky'd,SmallCapsMarket,2017-05-11
50251,50252,"Like I stated, old information, three years old!!!",Suszko,2017-05-11
50252,50253,He didn't lose. That's another myth. He....,SmallCapsMarket,2017-05-11
50253,50254,<DELETED>,<DELETED>,2017-05-11
50254,50255,"LOL, Nice! Good point! Get the gold guys!",NEO ONE,2017-05-11
50255,50256,The Defendant explained it. Perhaps Kyle lacks.....,SmallCapsMarket,2017-05-11
50256,50257,"Never the whole document, only that parts that",Suszko,2017-05-11
50257,50258,<DELETED>,<DELETED>,2017-05-11
50258,50259,"In a failed attempt to intimidate, an edited version.....",SmallCapsMarket,2017-05-11
50259,50260,<DELETED>,<DELETED>,2017-05-11
50260,50261,Here's to success on/under the oceans floor. Hope,HOT SPURS,2017-05-11
50261,50262,Quote: ,Raider21,2017-05-12
50262,50263,Would be great to hear SFRX finds something,sunshiner,2017-05-12
50263,50264,"News.  Not what I wanted to hear,",jrf30,2017-05-12
50264,50265,"Well, I would also add that these ships",sunshiner,2017-05-12
50265,50266,"Agreed.  to my limited knowledge, it seems",jrf30,2017-05-12
50266,50267,I didn't say just necessarily treasure. If your,Raider21,2017-05-12
50267,50268,One thing further to be added. Anyone with,Raider21,2017-05-12
50268,50269,Wouldn't the large amount of things already found,kentcrek,2017-05-12
50269,50270,With due respect I point out that unless,Raider21,2017-05-12
50270,50271,If memory serves me right and anchor was,kentcrek,2017-05-12
50271,50272,"First of all he is not MY CEO,",sunshiner,2017-05-12
50272,50273,Those items were found many years ago by,Raider21,2017-05-12
50273,50274,<DELETED>,<DELETED>,2017-05-12
50274,50275,"""Fisher looked for treasure for 16 years before",HOT SPURS,2017-05-12
50275,50276,<DELETED>,<DELETED>,2017-05-12
50276,50277,"Mel blew the seabed up during those 16 years,......",SmallCapsMarket,2017-05-12
50277,50278,I disagree...the technology today is much better and,HOT SPURS,2017-05-12
50278,50279,So what's permissible when using current technology?........,SmallCapsMarket,2017-05-12
50279,50280,<DELETED>,<DELETED>,2017-05-12
50280,50281,Digging technology is no different today than it,Raider21,2017-05-12
50281,50282,Do you think the artifacts found by heartland,HOT SPURS,2017-05-12
50282,50283,They were small is the reason I ask.,HOT SPURS,2017-05-12
50283,50284,Lets see what happens this dive season. Its,Gman3343,2017-05-13
50284,50285,"I hope shareholders do get rewarded, but Kyle.....",SmallCapsMarket,2017-05-13
50285,50286,I believe SFRX's inability to obtaining a recovery,Suszko,2017-05-13
50286,50287,Its difficult for me to accurately answer that,Raider21,2017-05-13
50287,50288,I believe SFRX's inability to obtain a recovery,Suszko,2017-05-13
50288,50289,Well I hoped for news today and I,kentcrek,2017-05-14
50289,50290,"We will see, this is the season to",Gman3343,2017-05-15
50290,50291,Kyle found a way to raise money without,jrf30,2017-05-15
50291,50292,To me it appears to be a huge,trueblue,2017-05-15
50292,50293,Absolute best scenario for SFRX! KK did another,HOT SPURS,2017-05-15
50293,50294,Agree TB.,HOT SPURS,2017-05-15
50294,50295,I'm interested to what areas the third party,trueblue,2017-05-15
50295,50296,$100K gets the unnamed llc $2MM in treasure........,SmallCapsMarket,2017-05-16
50296,50297,I agree TB.,Gman3343,2017-05-16
50297,50298,"I read they get 800k, this stock should",Gman3343,2017-05-16
50298,50299,"Kk and SFRX are going to find treasure,",Gman3343,2017-05-16
50299,50300,This is great news.  KK is a,sunshiner,2017-05-16
50300,50301,Latest FaceBook Update,Jagwire,2017-05-16
50301,50302,"Up to $800K, but a minimum $100K obtains....",SmallCapsMarket,2017-05-16
50302,50303,<DELETED>,<DELETED>,2017-05-16
50303,50304,<DELETED>,<DELETED>,2017-05-16
50304,50305,It would seem that now would be a,kentcrek,2017-05-16
50305,50306,<DELETED>,<DELETED>,2017-05-16
50306,50307,"<<<On a weather note, The Tampa Bay Times",basserdan,2017-05-16
50307,50308,Thanks for sharing that web site.  The,Suszko,2017-05-16
50308,50309,Great news!  Very smart CEO!,sunshiner,2017-05-16
50309,50310,<<<Great news! Very smart CEO!>>>,basserdan,2017-05-16
50310,50311,I hear you!,sunshiner,2017-05-16
50311,50312,Ill have to take a look. Ticker symbol?,taubytaub,2017-05-16
50312,50313,"Seafarer Dives Deeper, Makes Encouraging Wreckage Findings",Southern Gal,2017-05-17
50313,50314,"However, the Company plans to overcome this challenge",Southern Gal,2017-05-17
50314,50315,"Nice article, we will make history soon.",Gman3343,2017-05-17
50315,50316,Most curious. When's soon?,Raider21,2017-05-17
50316,50317,"Disclaimer:Except for the historical information presented herein, matters",Southern Gal,2017-05-17
50317,50318,Now if they could find trained Dolphins that,kentcrek,2017-05-17
50318,50319,Might prove the only way.,Raider21,2017-05-17
50319,50320,"Must be another ""alleged"" verbal agreement, eh?......",SmallCapsMarket,2017-05-17
50320,50321,Probably another 2013 data point that makes today's,Suszko,2017-05-17
50321,50322,I guess that rules out using dolphins to,sctts,2017-05-17
50322,50323,So they obtained salvage rights and forgot to......,SmallCapsMarket,2017-05-17
50323,50324,Just wondering why the last two paragraphs of,Suszko,2017-05-17
50324,50325,<DELETED>,<DELETED>,2017-05-17
50325,50326,<DELETED>,<DELETED>,2017-05-17
50326,50327,<DELETED>,<DELETED>,2017-05-17
50327,50328,<DELETED>,<DELETED>,2017-05-17
50328,50329,<DELETED>,<DELETED>,2017-05-17
50329,50330,Same here true...lots of possibilities!,HOT SPURS,2017-05-17
50330,50331,For anyone checking SFRX out the state of,HOT SPURS,2017-05-17
50331,50332,"Nothing like assumptions, again... Do you know for",Suszko,2017-05-18
50332,50333,I' m certain if they weren't paid to promote.....,SmallCapsMarket,2017-05-18
50333,50334,Why would someone need a guarantee from Kyle.....,SmallCapsMarket,2017-05-18
50334,50335,Quote:  Seafarer is going to celebrate its,Raider21,2017-05-18
50335,50336,Again another assumption... What was false?  Let,Suszko,2017-05-18
50336,50337,My point was the intentional deletion.... ,Suszko,2017-05-18
50337,50338,True.  Some people don't do their DD.,sunshiner,2017-05-18
50338,50339,Really?  I'm sure there are loads of,sunshiner,2017-05-18
50339,50340,Well said!,sunshiner,2017-05-18
50340,50341,Looking forward to this being the season they,trueblue,2017-05-18
50341,50342,Actually Florida gets 100% until a recovery permit....,SmallCapsMarket,2017-05-18
50342,50343,<DELETED>,<DELETED>,2017-05-18
50343,50344,"""Actually Florida gets 100% until a recovery permit.... ",jrf30,2017-05-18
50344,50345,Big difference than saying they don't own it,SmallCapsMarket,2017-05-18
50345,50346,<DELETED>,<DELETED>,2017-05-18
50346,50347,Mr Kennedy will get the recovery permit when,HOT SPURS,2017-05-18
50347,50348,"Until Kyle does, there's no 80/20 agreement.......regardless",SmallCapsMarket,2017-05-18
50348,50349,Mr Kennedy is a permit getting machine. I,HOT SPURS,2017-05-18
50349,50350,What I am saying is permits aren't a,HOT SPURS,2017-05-18
50350,50351,Ten years and nothing. Enough of the endless,Raider21,2017-05-18
50351,50352,"The paid promo was false and misleading, and......",SmallCapsMarket,2017-05-19
50352,50353,I've done my own DD and suggest to,HOT SPURS,2017-05-19
50353,50354,"As I recall, there were a couple of",sunshiner,2017-05-19
50354,50355,I use Mel Fisher as an example because,sunshiner,2017-05-19
50355,50356,I seem to recall you saying he would,sunshiner,2017-05-19
50356,50357,"Getting an exploration isn't ""rocket surgery,"" so.....",SmallCapsMarket,2017-05-19
50357,50358,Not people like me. I never contested Fisher,Raider21,2017-05-19
50358,50359,Lets remember that Fisher laid the ground work,Suszko,2017-05-19
50359,50360,<DELETED>,<DELETED>,2017-05-19
50360,50361,<DELETED>,<DELETED>,2017-05-19
50361,50362,I'm not here trashing the company. As an,Raider21,2017-05-19
50362,50363,"Raider, the problem is anonymity.  I believe",Suszko,2017-05-19
50363,50364,Well said!,sunshiner,2017-05-22
50364,50365,"If it isn't ""rocket surgery"", perhaps you could",sunshiner,2017-05-22
50365,50366,N1 Suzuko,Gman3343,2017-05-22
50366,50367,We know GME did. I'm sure others have.......,SmallCapsMarket,2017-05-22
50367,50368,A record setting company in acquisition of Florida,Raider21,2017-05-22
50368,50369,So one company has received a permit from,sunshiner,2017-05-22
50369,50370,"I never said it was just two, but exploration.....",SmallCapsMarket,2017-05-22
50370,50371,"Well, you have to get an exploration permit,",sunshiner,2017-05-22
50371,50372,"You ""axed"" about exploration permits, right? According.....",SmallCapsMarket,2017-05-22
50372,50373,"Wow a post from 2010, that is certainly",Suszko,2017-05-22
50373,50374,GME is the most recent example. but one.....,SmallCapsMarket,2017-05-22
50374,50375,22 months since the Juno application was submitted.......LINK,SmallCapsMarket,2017-05-22
50375,50376,<DELETED>,<DELETED>,2017-05-22
50376,50377,<DELETED>,<DELETED>,2017-05-22
50377,50378,<DELETED>,<DELETED>,2017-05-22
50378,50379,"They need to find treasure first, before I",Gman3343,2017-05-23
50379,50380,I guess you forgot that the Courts have,Suszko,2017-05-23
50380,50381,I've seen admiralty claims goes much quicker. What's....,SmallCapsMarket,2017-05-23
50381,50382,2014...again.,sunshiner,2017-05-23
50382,50383,New FaceBook update:,Jagwire,2017-05-23
50383,50384,"Yep, again. 2 ""alleged"" wins in 2014..........",SmallCapsMarket,2017-05-23
50384,50385,Name those Admiralty Claims?  You can't because,Suszko,2017-05-23
50385,50386,"Rhetoric, huh? How 'bout the Connaught?......It",SmallCapsMarket,2017-05-24
50386,50387,2.5BB O/S?,fink,2017-05-24
50387,50388,"Yes, old posts are amusing too.",sunshiner,2017-05-24
50388,50389,<DELETED>,<DELETED>,2017-05-24
50389,50390,"So the Juno recovery permit is in limbo,........",SmallCapsMarket,2017-05-24
50390,50391,Read the court documents.,Suszko,2017-05-24
50391,50392,"The document in the ""alleged"" non-existent case.........",SmallCapsMarket,2017-05-24
50392,50393,"Of all, you should know that court documents",Suszko,2017-05-24
50393,50394,I was putting some dot's together tonight and?????,trueblue,2017-05-24
50394,50395,"Is ""Lyle"" and the FBAR having another spat,......",SmallCapsMarket,2017-05-25
50395,50396,<DELETED>,<DELETED>,2017-05-25
50396,50397,<DELETED>,<DELETED>,2017-05-25
50397,50398,"Great sea conditions. If ""we're on the wreck""",Raider21,2017-05-26
50398,50399,Would love to hear some positive news next,trueblue,2017-05-26
50399,50400,That particular post was about apparent permit issues.....,SmallCapsMarket,2017-05-26
50400,50401,Weather on the other side is looking very,kentcrek,2017-05-28
50401,50402,"Looking at this, I'd have to say nows",Raider21,2017-05-29
50402,50403,Possible they have sent samples in for expert opinion!,kentcrek,2017-05-29
50403,50404,"That was in last year's report, as was the......",SmallCapsMarket,2017-05-29
50404,50405,Quote:  Possible they have sent samples in,Raider21,2017-05-29
50405,50406,Email from the FBAR confirms no 80/20 agreement....,SmallCapsMarket,2017-05-30
50406,50407,Propaganda!!,Suszko,2017-05-30
50407,50408,"""Email from the FBAR confirms no 80/20 agreement.... """,jrf30,2017-05-30
50408,50409,That's who handles PUBLIC RECORDS REQUESTS........next?,SmallCapsMarket,2017-05-31
50409,50410,"Yep, that's what the promo was, PROPAGANDA......aka",SmallCapsMarket,2017-05-31
50410,50411,But your email was from the Department of,sctts,2017-05-31
50411,50412,The agreement would be with the Dept of State......,SmallCapsMarket,2017-05-31
50412,50413,"Wow, five grammatical errors.  References Seafarer Exploration",Suszko,2017-05-31
50413,50414,Seafarer Exploration doesn't have permits with.....,SmallCapsMarket,2017-05-31
50414,50415,To me it looks like a letter a,Suszko,2017-05-31
50415,50416,"""looks like a letter a convict would write",jrf30,2017-05-31
50416,50417,In more important news ...,jrf30,2017-05-31
50417,50418,Let Kyle know. Posting something false and........,SmallCapsMarket,2017-05-31
50418,50419,LOL!!!  Because maybe it was?,sunshiner,2017-05-31
50419,50420,"Even more importantly, the drop continues.....",SmallCapsMarket,2017-05-31
50420,50421,"Well, because that's whose advice I would want...a",sunshiner,2017-05-31
50421,50422,Above-Normal Atlantic Hurricane Season is Most Likely This,basserdan,2017-06-01
50422,50423,https://www.wunderground.com/cat6/csu-and-tsr-project-below-average-2017-atlanti,sctts,2017-06-01
50423,50424,The 'report' in your response is written approximately,basserdan,2017-06-01
50424,50425,<DELETED>,<DELETED>,2017-06-01
50425,50426,"Lol, Actually, those reports were also included in",sctts,2017-06-01
50426,50427,"Was it last year, or the year before......",SmallCapsMarket,2017-06-01
50427,50428,Either or....,sctts,2017-06-01
50428,50429,Huh? Kyle said they were on the wreck. The.....,SmallCapsMarket,2017-06-01
50429,50430,<DELETED>,<DELETED>,2017-06-01
50430,50431,Why don't we ask a convict to give,Suszko,2017-06-02
50431,50432,Now that is some news we all like!!,trueblue,2017-06-03
50432,50433,"You could I guess, but you could do......",SmallCapsMarket,2017-06-03
50433,50434,I don't understand why we can't get updates,kentcrek,2017-06-04
50434,50435,Maybe that's why all the information he posts,sunshiner,2017-06-05
50435,50436,"Don't forget, SFRX's criminal attorney Craig Huffman.....",SmallCapsMarket,2017-06-05
50436,50437,Making money again on this stock!!!,Renard,2017-06-06
50437,50438,Ha Ha Ha Happily buying millions more..:>),Renard,2017-06-06
50438,50439,Bought some.. price goes up....easy money to be,Renard,2017-06-07
50439,50440,right,Southern Gal,2017-06-09
50440,50441,Now is the time to buy this. Lets,Gman3343,2017-06-09
50441,50442,Volume over 4 mill and >.0023. buyers are,kentcrek,2017-06-12
50442,50443,I will start getting excited when we break .01,Gman3343,2017-06-12
50443,50444,What!!! Did you see Seafarer's FaceBook page???,Jagwire,2017-06-13
50444,50445,Quote:  Whadaya think of that? ,Raider21,2017-06-13
50445,50446,LOL! ;),Jagwire,2017-06-13
50446,50447,Prince Albert II is one of the wealthiest,Suszko,2017-06-13
50447,50448,"Wow, i dont see the stock taking off",Gman3343,2017-06-13
50448,50449,So what? In my lifetime of travels and,Raider21,2017-06-13
50449,50450,Stock dropping  Almost time to buy again,Renard,2017-06-14
50450,50451,"16 Million shares traded todsay, what site can",Gman3343,2017-06-14
50451,50452,For all sales there is a buy and,kentcrek,2017-06-14
50452,50453,"Update, I talked to Kyle this evening, they",Gman3343,2017-06-14
50453,50454,I appreciate the heads up! Thanks for posting! ,trueblue,2017-06-14
50454,50455,Its somewhat sad as well as boring when,Raider21,2017-06-15
50455,50456,<DELETED>,<DELETED>,2017-06-15
50456,50457,<DELETED>,<DELETED>,2017-06-15
50457,50458,WERE THERE 2016 SCHOLARSHIP WINNERS?,Southern Gal,2017-06-15
50458,50459,So funny.,Raider21,2017-06-15
50459,50460,<DELETED>,<DELETED>,2017-06-15
50460,50461,"Happy to accommodate. From a professional perspective, i",Raider21,2017-06-15
50461,50462,<DELETED>,<DELETED>,2017-06-15
50462,50463,Not at all. Simple facts as I can't,Raider21,2017-06-15
50463,50464,<DELETED>,<DELETED>,2017-06-15
50464,50465,"Weathers good, they're ""on the wreck"" (?) so",Raider21,2017-06-16
50465,50466,The point of the plates is they were,trueblue,2017-06-16
50466,50467,I can't help but to agree with you.,Raider21,2017-06-16
50467,50468,I'm sure the state will enjoy more treasure......,SmallCapsMarket,2017-06-16
50468,50469,"Thanks, I agree that if it was so",trueblue,2017-06-16
50469,50470,<DELETED>,<DELETED>,2017-06-16
50470,50471,I think Kyle Kennedy deserves a lot of,clearmont88,2017-06-20
50471,50472,"He may make it, he may not. ",jrf30,2017-06-20
50472,50473,"Hopefully this year, if not maybe next year,",Gman3343,2017-06-20
50473,50474,I haven't seen evidence he put any significant........,SmallCapsMarket,2017-06-20
50474,50475,<DELETED>,<DELETED>,2017-06-20
50475,50476,Making money yet again on this stock.,Renard,2017-06-21
50476,50477,<DELETED>,<DELETED>,2017-06-21
50477,50478,Do we have a halt pending news?,kentcrek,2017-06-22
50478,50479,What makes you think we have a halt?,lindy1401,2017-06-22
50479,50480,<DELETED>,<DELETED>,2017-06-22
50480,50481,The Defendant made money too. See the sticky.....,SmallCapsMarket,2017-06-23
50481,50482,<DELETED>,<DELETED>,2017-06-23
50482,50483,"I wonder if Huffy, Pierce, and the CEO here....",SmallCapsMarket,2017-06-23
50483,50484,"If a company makes a public statement ""we're",Raider21,2017-06-25
50484,50485,"Nothing but selling lately, makes no sense.",Gman3343,2017-06-26
50485,50486,Hang in there! No one in their right,kentcrek,2017-06-26
50486,50487,Quote:  No one in their right mind,Raider21,2017-06-26
50487,50488,Reporting to the state and telling the public,kentcrek,2017-06-26
50488,50489,Quote:   Good try but no cigar! ,Raider21,2017-06-27
50489,50490,Kentcrek if they were finding anything of value,Gman3343,2017-06-27
